id,sku,name,price,currency,in_stock,categories,short_description,permalink,shop
1048,u1048,10K Resistor 5% 10K Carbon Film Resistor 10K Resistor 1/4W Resistance 0.25 Watt Resistor 10K Ohm 5% Tolerance Fixed Resistors 2 Pin Leads,0.4,BDT,yes,Resistors | Fixed Resistors | 1/4 Watt 5% Resistor,10K Resistor 5% 10K Carbon Film Resistor 10K Resistor 1/4W Resistance 0.25 Watt Resistor 10K Ohm 5% Tolerance Fixed Resistors 2 Pin Leads,https://udvabony.com/product/10k-ohm-1-4w-5-carbon-film-resistor/,udvabony
1106,u1106,47uF 25V Capacitor RADIAL Electrolytic Capacitor 47uF Capacitor 25V 47uF Radial Polarized Aluminum Electrolytic Capacitors 2 Pin Leads,2.0,BDT,yes,Capacitors | Electrolytic Capacitors,47uF 25V Electrolytic Capacitor 47uF 25V Radial Polarized Aluminum Electrolytic Capacitor Electronics Circuitry & Parts,https://udvabony.com/product/radial-47uf-electrolytic-capacitor-25v/,udvabony
1200,u1200,801S Vibration Shock Sensor Module,290.0,BDT,yes,Sensors | Others Sensor,"This Vibration sensor is based on the Hi high precision vibration sensor 801S, it has a TTL output. The sensitivity of TTL output can be adjusted by the on-board potentiometer.",https://udvabony.com/product/801s-vibration-shock-sensor-module/,udvabony
1202,u1202,BT151-500R BT151-500 BT151 Thyristor 500V 12A TRIAC BT151 SCR Thyristor TO-220 Package Silicon Control Rectifier Thyristor 3 Pin Leads,40.0,BDT,yes,"TRIAC,SCR & Optocoupler | TRIAC & SCR",BT151-500R BT151-500 BT151 500V 12A TRIAC SCR Thyristor TO-220 Package Silicon Control Rectifier Thyristor Electronics Circuitry & Parts,https://udvabony.com/product/bt151-12a-500v-triac/,udvabony
1204,u1204,4WD Smart Robot Car Chassis 4WD RC Car 4WD Car Chassis 4WD 2 Layer Smart Robot Car Acrylic Chassis Plate 26cm Kit Without Battery Holder For Arduinos Uno R3 Project,799.0,BDT,yes,Robotics Parts & Drones Parts | Frame & Chassis Kits,Smart Robot Car Chassis Kit 4WD Multi-Functional 4WD Smart Robot Car Double Layer Acrylic Chassis Plate 26cm Kit Without Battery Holder,https://udvabony.com/product/4wd-smart-car-chassis/,udvabony
1210,u1210,1 Inch Mini One Inch Nylon Caster Wheel 1 Inch Caster Wheel Tools Without Bearing & Without Lock For Smart Robot Car Wheel Project,30.0,BDT,yes,Caster Wheel,Mini One Inch Nylon Caster Wheel 1″ Inches Without Bearing & Without Lock For Smart Robot Car Wheel Engineering Project,https://udvabony.com/product/1-inch-round-polypropylene-caster-wheel/,udvabony
1212,u1212,12V 2A NORMAL Quality 2A 12V Chargers Adapters AC 220V To DC 12V 2A US Plug Power Supply Adapter Charger 2A Charger 12V Adapters 2A,90.0,BDT,yes,"Charger, SMPS & Circuit | Chargers",12V 2A Normal Quality AC 220V To DC 12V 2A Power Supply Adapters Charger For CCTV Camera LED Strip Light Router,https://udvabony.com/product/12v-2a-power-adapter/,udvabony
1215,u1215,12V 10Amp SMPS AC 220V To DC 12V 10A 120W Switching Mode Power Supply Adapters Charger SMPS Power Supply 12V 10A For Industrial 3D Printers CNC Machine 10A 12V SMPS,740.0,BDT,yes,"Charger, SMPS & Circuit | SMPS",SMPS AC 220v To DC 12v 10A 120W Switching Mode Power Supply Adapter Charger For Industrial Camera All Kinds Of Electronic Projects,https://udvabony.com/product/12v-10a-switching-power-supply/,udvabony
1225,u1225,GREEN Color DC DC Step Up 0.9V-5V To 5V 600mAh Boost Converter Power Supply Module Battery Charger Voltage Module USB Output Charging Circuit.,55.0,BDT,yes,"Charger, SMPS & Circuit | Buck & Boost Module | Modules",DC DC Step Up 0.9V-5V To 5V 600mAh Boost Converter Power Supply Module Battery Charger Voltage Module USB Output Charging Circuit.,https://udvabony.com/product/0-9v-5v-dc-dc-boost-module/,udvabony
1227,u1227,ATMEGA8A-PU ATMEGA8A Microcontroller ATMEGA8 IC 16MHz DIP 28 Pin Leads AVR Microcontroller IC,220.0,BDT,yes,"Microcontroller, ICs & Base | AVR ATMega ATTiny",ATMEGA8A-PU ATMEGA8A ATMEGA8 16MHz 8KB 8-Bit DIP 28 Pin Atmel Atmega AVR Microcontroller IC For Electronics Programable Project,https://udvabony.com/product/atmega8a-28-pin-16mhz-8kb-8-bit/,udvabony
1229,u1229,WARM White 8mm Diameter WARM White Color 3W 3.7V Ultra Bright WARM White LED 3W COB LED SMD Chip 3.7V LED Light Bulbs WARM White Light 3W 3.7V COB LED Light,4.0,BDT,yes,"LED, Laser, LDR & Driver | COB LED SMD Chip",WARM White 8mm Diameter WARM White Color 3W 3.7V Ultra Bright WARM White LED 3W COB LED SMD Chip 3.7V LED Light Bulbs,https://udvabony.com/product/warm-white-8mm-3w-3-7v-warm-white-led-3w-cob/,udvabony
1231,u1231,4×3 Keypad Keyboard 3×4 Membrane Switch 3×4 Matrix Keypad 12 Key Thin & Flexible With Cable & Connector 4×3 Keypad For Arduino,60.0,BDT,yes,Switch & Relays | Keypads,4×3 Keypad Keyboard 3×4 Membrane Switch Matrix Keypad 12 Key Thin & Flexible With Cable Connector & Adhesive Back For Easy Surface Attach,https://udvabony.com/product/3x4-flexible-keypad/,udvabony
1235,u1235,24LC256P IC 24LC256 Serial CMOS EEPROM 256KB 32Kx8 Serial 24LC256P EEPROM IC DIP-8 8 Pin Leads Package IC,75.0,BDT,yes,"Microcontroller, ICs & Base | EEPROM IC",24LC256P 24LC256 Serial CMOS EEPROM 32Kx8 Microchip Serial EEPROM IC DIP-8 Package I2C Bus IC,https://udvabony.com/product/24lc256-serial-cmos-eeprom/,udvabony
1237,u1237,100uH Radial Inductor 100uH Inductor Magnetic Core Ferrite Core Inductor 100uH Power Inductor 2 Pin Leads,8.0,BDT,yes,"Crystals, Diodes & Inductors | Inductors",Radial Inductor 100uH Magnetic Core Ferrite Drum Core Choke Power Inductor Through Hole Lead For PCB Board Electronics Projects DIY,https://udvabony.com/product/100uh-lead-inductor-810mm/,udvabony
1240,u1240,G15N60 IGBT Transistors PNP G15N60 IC 600V 15A Fast IGBT TO-247 Package G15N60 Transistor IGBT G15N60 15A 600V IGBT 3 Pin Leads 160W IGBT MOSFET,140.0,BDT,yes,MOSFETs & IGBTs | IGBTs,G15N60RUFD SGW15N60 G15N60 15N60 IGBT 600V 15A 160W TO-247 Triode Power IGBT Transistor MOSFET Field Effect Transistor IGBT,https://udvabony.com/product/g15n60-600v-15a-160w-igbt-to-3p/,udvabony
1242,u1242,Mini GA6 A6 GPRS GSM Module SMS Voice Development Board Wireless Data Transmission With Antenna Module For Arduino Replace SIM800L,550.0,BDT,yes,GSM/GPS/GPRS & Wireless | GSM/GPS/GPRS Module,Mini GA6 A6 GPRS GSM Module SMS Voice Development Board Wireless Data Transmission With Antenna Module For Arduino Replace SIM800L,https://udvabony.com/product/a6-mini-gsm-module/,udvabony
1247,u1247,5V LCD Display 2004 LCD Display LCD2004 20×4 LCD Display DC 5V Blue Backlight Screen LCD 20×4 Character 2004 Display For Arduino IIC I2C,440.0,BDT,yes,Display | LCD & TFT Display,5V LCD Display LCD2004 2004 20×04 DC5V LCD Display Monitor Character Blue Backlight Screen LCD 2004 IIC I2C For Arduino LCD Display,https://udvabony.com/product/lcd2004-5v-blue-backlight/,udvabony
1254,u1254,F-O 12Pin Female To Open Cable Connector 12 Pin 2.54mm Pitch JST Cable Connector 27cm Wire Cable 12 Pin Female Header For Audio Video Sound Electronics Cables,90.0,BDT,yes,"Connectors, Cables, Header, Jack & Socket | Connector & Cable Wires",Female To Open 12 Pin 2.54mm Pitch JST XH Connector 27cm Wire With Cable For Electronics Engineering Projects Audio Video Sound Cable,https://udvabony.com/product/12-female-to-male-flexible-cable-for-lcd/,udvabony
1256,u1256,USB To RS232 Cable CH340 Chip Serial USB To RS232 DB9 Converter 9 Pin Adapters USB To RS232 Converter Cable COM Port For Win7/8,380.0,BDT,no,Computer & Mobile | Computer Accessories,Professional USB 2.0 To RS232 Chipset CH340 Serial Converter DB9 9 Pin Adapter CH 340 To RS232 COM Port For Win7/8,https://udvabony.com/product/ch340-usb-serial-cable/,udvabony
1258,u1258,1KG 1.75mm White Color PLA Filament For 3D Printers,1999.0,BDT,yes,CNC & 3D & Motor Joint | 3D Filament,"PLA is a very common material used in 3d printing because of loose temperature requirements during extrusion. Future Electronics Egypt acquired 1.75 mm , 1KG roll in white ,red and green colors for 3d printers builders and operators.",https://udvabony.com/product/1-75mm-1kg-white-color-3d-printer-filament/,udvabony
1260,u1260,1Pair- 8045 8045R 8×4.5 Inch Carbon Fiber Nylon Rotating Fans With Washer Mini Fan 8045 Motor Fan 2 Pcs Set For F450 F550 Propeller,99.0,BDT,yes,Robotics Parts & Drones Parts | Propeller,Multi Rotor Propeller 8045 8045R 8×4.5 Inch Fan CW & CCW Glass Fiber Nylon 1-Pair Propeller For FPV Racing Drone RC Quadcopter Drone .,https://udvabony.com/product/propeller-8045-8045r-inch-cw-ccw/,udvabony
1264,u1264,18650 Battery ULF NORMAL Quality 3.7V Rechargeable Battery 18650 Rechargeable Battery 3.7V Rechargeable Battery Lithium Battery 3.7V Battery For Power Bank Laptop Battery,65.0,BDT,yes,Battery & Battery Holder | Battery | 18650 Battery,Normal Quality 18650 3.7V Lithium-ion Rechargeable Battery For Power Bank Power Pack LED Torch Car Toys Laptop Battery DIY,https://udvabony.com/product/3-7v-3000-mah-18650-rechargeable-li-ion/,udvabony
1266,u1266,DIP UNO Arduino Uno R3 Development Board Microcontroller Based On ATmega328 With USB Cables Arduino Uno R3 Microcontroller Arduino Uno Starter Kit,650.0,BDT,yes,Arduino | Arduino Boards,DIP UNO Arduino Uno R3 Development Board Microcontroller Based On ATmega328 With USB Cables For Arduino Electronics Circuitry & Parts,https://udvabony.com/product/arduino-uno-r3/,udvabony
1268,u1268,Rubber Duck GSM Antennas 2dBi WiFi Antenna SMA Male Connector 2G Rubber Duck Antenna L Type SMA 2dBi 433MHZ Omni-Directional Antenna Electrical Circuitry & Parts,160.0,BDT,yes,GSM/GPS/GPRS & Wireless | Bluetooth & Antennas,Rubber Duck GSM Antenna 2dBi WiFi Antenna SMA Male Connector 2G Rubber Duck Antenna L Type SMA 2dBi 433MHZ Omni-Directional,https://udvabony.com/product/antenna-gsm-2dbi-rubber-duck-r-a-sma/,udvabony
1297,u1297,2.4G 4G 433MHz Wifi Antenna ZigBee Bluetooth Glue Stick Omni-directional External Small Folding Antenna SMA Inner Needle,199.0,BDT,yes,GSM/GPS/GPRS & Wireless | Bluetooth & Antennas,Antenna 433MHz 3dBi Lora SMA Male Connectors Aerial Antenna SMA Female SMA Antenna LoRa 3dBi 433MHz Omni-Directional,https://udvabony.com/product/2-dbi-anttena-for-lora-board/,udvabony
1300,u1300,Wired GSM PCB Antennas 2.4GHz 2.5dBi Built In PCB Antenna Module For Electronics Engineering Project DIY GSM Antenna Electrical Circuitry & Parts,110.0,BDT,yes,GSM/GPS/GPRS & Wireless | Bluetooth & Antennas,Wired GSM PCB Antenna 2.4G 2.5db Built In PCB Antenna Module For Electronics Engineering Project DIY GSM Antenna,https://udvabony.com/product/2-4g-2-5db-built-in-pcb-antenna-module/,udvabony
1306,u1306,SMA GPS Flat Blade Antenna Frequency 915 MHz With 3M Adhesive Sticker Mount Patch Antenna,299.0,BDT,yes,GSM/GPS/GPRS & Wireless | Bluetooth & Antennas,SMA GPS Flat Blade Antenna Frequency 915 MHz With 3M Adhesive Sticker Mount Patch Antenna For Electronics Project,https://udvabony.com/product/blade-gsm-antenna-915mhz/,udvabony
1308,u1308,18650 Battery 3.7V Rechargeable Battery 18650 Rechargeable Battery 3.7V Rechargeable Battery Lithium Battery 3.7V Battery For Power Bank Laptop Battery,80.0,BDT,yes,Battery & Battery Holder | Battery | 18650 Battery,Best Quality 18650 3.7V 5800mAh Lithium-ion Rechargeable Battery For Power Bank Power Pack LED Torch Car Toys Laptop Battery DIY,https://udvabony.com/product/18650-3-7v-lithium-ion-rechargeable-battery/,udvabony
1310,u1310,APM2.8 APM 2.8 Radio Control Multi Copter Flight Control Board With 6M Case GPS Compass For DIY FPV RC Multirotor Drone,5800.0,BDT,no,,APM2.8 APM 2.8 Radio Control Multi Copter Flight Control Board With 6M Case GPS Compass for DIY FPV RC Multirotor Drone,https://udvabony.com/product/apm2-8-flight-controller-neo-6m-gps-module/,udvabony
1312,u1312,Arduino DUE R3 32 Bit ARM Cortex-M3 Compatible Development Board With USB Cable For Electronics Engineering Project And Industry,0.0,BDT,no,,Arduino DUE R3 32 Bit ARM Cortex-M3 Compatible Development Board With USB Cable For Electronics Engineering Project And Industry,https://udvabony.com/product/arduino-due-r3-2/,udvabony
1316,u1316,Arduino LEONARDO R3 ATMEGA32U4 Leonardo R3 Microcontroller Atmega32u4 Development Board With USB Cables Arduino Compatible DIY Evaluation Board,1899.0,BDT,yes,Arduino | Arduino Boards,ATmega32u4 Arduino Leonardo Evaluation Board Arduino MCU Development Board,https://udvabony.com/product/arduino-leonardo-atmega32u4/,udvabony
1320,u1320,LILYPAD Arduino Lilypad 328 Main Board Arduino LilyPad 328 ATmega328P Main Board 16M Compatible With Arduino 5 Pin Leads Header Cables Connectors,499.0,BDT,yes,Arduino | Arduino Boards,LilyPad Arduino 328 Main Board Arduino LilyPad 328 ATmega328P Main Board 16M Compatible With Arduino Electronics Circuitry & Parts,https://udvabony.com/product/arduino-lilypad-atmega328p/,udvabony
1322,u1322,MEGA Arduino Mega 2560 R3 ATmega2560 Microcontroller AVR Development Board With USB Cable Arduino Mega R3 For Electronics Project,1650.0,BDT,yes,Arduino | Arduino Boards,MEGA Arduino Mega 2560 R3 ATmega2560-16AU Microcontroller AVR Development Board With USB Cables Arduino IDE Projects,https://udvabony.com/product/arduino-mega-r3-2560/,udvabony
1329,u1329,NANO Arduino Nano ATMEGA328 Microcontroller With USB Cables Arduino NANO V3 Development Board Arduino Nano R3 For Electronic Projects,420.0,BDT,yes,Arduino | Arduino Boards,NANO Arduino Nano R3 ATMEGA328P Microcontroller With USB Cables Arduino NANO V3.0 Development Board Compatible,https://udvabony.com/product/arduino-nano-r3-atmega328/,udvabony
1339,u1339,BLUE Circuit DC DC 0.9V-5V To 5V 600mAh Power Bank Circuit Step Up Boost Converter Power Supply Voltage Module USB Output Charging Adapters Circuit,50.0,BDT,yes,"Charger, SMPS & Circuit | Buck & Boost Module | Modules",DC DC Step Up 0.9V-5V To 5V 600mAh Boost Converter Power Supply Module Battery Charger Voltage Module USB Output Charging Circuit.,https://udvabony.com/product/0-9-5v-600ma-usb-charger-dc-dc-converter/,udvabony
1341,u1341,2 In 1 DC 5V Micro USB To 3.7V Battery Charger Circuit Lithium Battery Charging Module Charge Discharge Circuit Power Bank Circuit For 18650 AA AAA 3.7V Batteries,25.0,BDT,yes,"Charger, SMPS & Circuit | Buck & Boost Module | Modules",DC 5v Micro USB To 3.7v Lithium Lipo Li-ion Battery 2 in 1 Charging Protection Power Bank Charge Discharge Circuit Board Module 18650 AA AAA,https://udvabony.com/product/18650-lithium-battery-power-mobile-bank/,udvabony
1344,u1344,3.7V 14500 Battery ULF NORMAL Quality 3.7V Rechargeable Battery AA Battery AA Rechargeable Battery 3.7V Battery Lithium Battery For Toy Cars MP3 Audio Video Power Bank Batteries,60.0,BDT,yes,Battery & Battery Holder | Battery | AA Or 14500 Battery,Normal Quality AA 3.7V Lithium-ion 14500 Rechargeable Battery For Toy Car Boat RC DIY,https://udvabony.com/product/3-7v-14500-1200mah-li-ion-battery/,udvabony
1347,u1347,9V Battery Non Rechargeable Battery 9V Non-Rechargeable Battery 6F22 9V Battery Non Rechargeable Battery For Multimeter Battery,55.0,BDT,yes,Battery & Battery Holder | Battery | 9V Battery,9V Non-Rechargeable Battery 6F22 For Multimeter Charging Battery DIY,https://udvabony.com/product/6f22-9v-battry/,udvabony
1349,u1349,CR2032 Battery 3V CR2032 Watch Battery CR2032 Button Cell Battery CR2032 Coin Cell Battery CR2032 Lithium Cell Battery 3V Battery For Watch,15.0,BDT,yes,Battery & Battery Holder | Battery | Coin Cell Battery,CR2032 3V Lithium Battery Coin Cell Button Type CR2032 Lithium Watch Batteries CR 2032 For CMOS Motherboard Calculator Electronics,https://udvabony.com/product/cr2032-3v-battery/,udvabony
1352,u1352,ZC05 MC105 Catalytic CH4 Sensor Flammable Gas Sensor ZC05 Module Adapters Gas Sensor MC105 Methane Gas Sensor Module MC105 Sensor,350.0,BDT,no,Modules | Sensors | Gas/Smoke & Alcohol Sensor,ZC05 MC105 Catalytic CH4 Sensor Flammable Gas Sensor ZC05 Module Adapters Gas Sensor MC105 Methane Gas Sensor Module,https://udvabony.com/product/zc05-mc105-catalytic-ch4-gas-sensor-zc05/,udvabony
1365,u1365,IMAX B3 PRO Lipo Battery Charger IMAX B3 Charger B3 Pro Compact AC 220V To 7.4V 11.1V 2S 3S Battery 10W Charger IMAX B3 Adapter Charger For Lipo Battery,390.0,BDT,yes,"Charger, SMPS & Circuit | Chargers",IMAX RC B3 Pro Compact AC 220v To 7.4V 11.1V 2S 3S Battery 10W Balance Charger For Charging Lithium LiPo Batteries For Drone Helicopter,https://udvabony.com/product/b3-pro-compact-charger/,udvabony
1367,u1367,iMAX B6 80W 6A Lipo Battery Balance Charger With Power Supply Adapter EU Plug,2999.0,BDT,yes,"Charger, SMPS & Circuit | Chargers",iMAX B6 80W 6A Lipo Battery Balance Charger With Power Supply Adapter EU Plug,https://udvabony.com/product/imax-b6-professional-balance-charger/,udvabony
1369,u1369,Without Protection TP4056 5V 1A Micro USB Socket TP4056 Charging Module TP4056 Lithium Battery Charger 4056 Charging Module 3.7V Battery Charger Circuit 18650 Battery Charger,17.0,BDT,yes,"Charger, SMPS & Circuit | Buck & Boost Module | Modules",TP4056 5V 1A Micro USB Without Current Protection Charger Circuit Module Li-Ion Lithium Lipo 18650 AA AA Battery Charging Board,https://udvabony.com/product/tp4056-5-volt-micro-usb-charger-module/,udvabony
1371,u1371,ESC 20A ESC Speed Controller 20A ESC For Brushless Motor DC Motor Speed Controller BLDC Motor ESC20A Brushless DC Motor Speed Controller Power Supply For Motor,450.0,BDT,yes,Robotics Parts & Drones Parts | ESC For Drone,BLDC ESC20A ESC-20A ESC 20A Brushless DC Motor Speed Controller ESC Electronic Brushless 20A Motor Speed Controller Power Supply,https://udvabony.com/product/esc-20a-brushless-motor-speed-controller/,udvabony
1373,u1373,BRACKET 775 Motor Mount Bracket 775 DC Motor Bracket Table Saw 775 Motor Mounting Bracket L Bracket For 775 Motor Cutting Polishing 3D Printer CNC Machine,250.0,BDT,no,CNC & 3D & Motor Joint | CNC & 3D Parts,775 Motor Table Saw Mounting Bracket For Cutting Polishing Engraving 3D Printer CNC Machine DC Motor Bracket.,https://udvabony.com/product/42mm-l-shape-alloy-steel-mounting-bracket/,udvabony
1375,u1375,CNC SHIELD V4 Arduino NANO CNC Shield V4 Arduino Nano Expansion Board A4988 Driver Compatible With DRV8825 Driver Expansion Board Shield V4 For 3D Printers CNC Machine,299.0,BDT,yes,CNC & 3D & Motor Joint | CNC & 3D Modules | Modules,Arduino Nano Compatible CNC Shield V4 For DC Motor Driver Engraving Machine 3D Printer A4988 Driver Expansion Board,https://udvabony.com/product/cnc-shield-v4-board-for-nano/,udvabony
1377,u1377,20mm Hex Male To Female Brass Hex Threaded Pillar Standoff Spacer 20mm Brass COPPER Hex Spacer Suitable For M3 Screws Tools Sets 20mm Hex Spacer,30.0,BDT,yes,"Connectors, Cables, Header, Jack & Socket | Hex Spacer",20mm Hex Female To Male Hex Thread Spacer 20mm Brass COPPER Hex Spacer Suitable For M3 Screws Tools Sets 20mm Hex Spacer,https://udvabony.com/product/hex-spacer-18mm-female-to-male-2/,udvabony
1379,u1379,0.45N.m NEMA17 17HS4401 DC 12V 1.3A 0.45N.m 1.8 Degree 4 Pin Cables 42BYGH L40mm NEMA 17 Stepper Motor For 3D Printer CNC Machine Stepper Motor NEMA 17 Stepper Motor 12V,1250.0,BDT,yes,DC Motors & Drivers | DC Stepper Motor,NEMA 17 17HS4401 DC 12v 1.7A 0.45N.m 1.8 Degree 4 Pin Cable 42 BYGH 40mm Stepper Motor For CNC LASER Engraving Machine 3D Printer,https://udvabony.com/product/nema-17-17hs4401-dc-12v-1-7a-0-45n-m-1-8-deg/,udvabony
1381,u1381,0.55N.m NEMA17 17HS8401 DC 12V 1.7A 0.55N.m 1.8 Degree 6 Pin Cables 42BYGH L48mm NEMA 17 Stepper Motor For 3D Printer CNC Machine Stepper Motor NEMA 17 Stepper Motor 12V,1399.0,BDT,yes,DC Motors & Drivers | DC Stepper Motor,NEMA 17 17HS8401 DC 12v 1.7A 0.55N.m 1.8 Degree 4 Pin Cable 42BYGH 47mm Stepper Motor For CNC LASER Engraving Machine 3D Printer,https://udvabony.com/product/nema-17-17hs8401-dc-12v-1-7a-0-55n-m-1-8-deg/,udvabony
1383,u1383,2Pcs- SK8 Linear Rail Shaft Support Bracket 8mm Bore SK8 8mm Linear Bearing Rail Support XYZ Shaft Table CNC Bracket Linear Rail Shaft Rod Support End Support Shaft,380.0,BDT,yes,CNC & 3D & Motor Joint | CNC & 3D Parts,2Pcs- Aluminum Alloy SK10 Linear Rail Support 10mm CNC Linear Motion Shaft Holder Vertical Shaft Support Bracket Silver Color,https://udvabony.com/product/aluminum-alloy-sk10-linear-rail-support-10mm/,udvabony
1385,u1385,RAMPS 1.4 LCD 12864 Blue Screen 12864 LCD Graphic Smart Display Controller Board With Cable For 3D Printer Ramps 1.4 RepRap 3D Printer 128×64 Smart LCD Controller,1750.0,BDT,yes,CNC & 3D & Motor Joint | CNC & 3D Modules,RAMPS1.4 LCD 12864 LCD Control Panel 3D Printer Smart Controller Monitor Motherboard Full Graphics 128×64 LCD Display 3D Printer Parts,https://udvabony.com/product/smart-lcd-control-panel-for-3d-printer-12864/,udvabony
1389,u1389,Single Axis TB6560 Stepper Motor Driver Controller DC 10V-35V 3A TB6560 Stepper Motor Driver 3A 35VDC Motor Driver Adapters For CNC Machine 3D Printer DIY,1200.0,BDT,yes,DC Motors & Drivers | DC Motor Drivers,Stepper Motor Driver Controller TB6560 DC 10V-35V 3A Single-Axis For CNC Engraving Machine DIY Electronics Project TB 6560,https://udvabony.com/product/0-tb6560-stepper-stepping-motor-driver/,udvabony
1391,u1391,TB6600 Stepper Motor Driver Controller DC 9-42V 4A TB6600 Stepper Motor Driver 4A 42VDC Motor Driver Adapters For CNC Machine 3D Printer DIY,819.0,BDT,yes,CNC & 3D & Motor Joint | CNC & 3D Modules | DC Motors & Drivers | DC Motor Drivers,Stepper Motor Driver Controller TB6600 DC 9-42V 4A For CNC Engraving Machine 3D Printer DIY Electronics Project TB 6600,https://udvabony.com/product/tb6600-4-0a-stepper-motor-driver/,udvabony
1395,u1395,ENC28J60 Ethernet LAN Network Module For Arduino SPI AVR PIC LPC STM32 For Electronic Project,750.0,BDT,yes,GSM/GPS/GPRS & Wireless | Communications,ENC28J60 Ethernet LAN Network Module For Arduino SPI AVR PIC LPC STM32 Electrical Circuitry & Parts,https://udvabony.com/product/enc-28j60-ethernet-network-board-module/,udvabony
1399,u1399,1Pair- SPEAKER Terminal Banana Connector RED & BLACK 4mm Banana Socket Adapters Amplifier Binding Post Banana Speaker Plug Amplifier Speaker Connector Terminal Speaker Box Terminal Connector,50.0,BDT,yes,"Connectors, Cables, Header, Jack & Socket | Jack & Socket",Banana 4mm Jack Plug Socket Connector 1-Pair Binding Post For Amplifier Speaker Terminal In-Wall Plate Red & Black,https://udvabony.com/product/banana-4mm-jack-plug-socket-connector/,udvabony
1401,u1401,AI Cloud Inside ESP8266 ESP-01S Serial WIFI Wireless Module ESP-01 ESP8266 Serial WI-FI Wireless Transceiver Module ESP8266 Serial Port To Wi-Fi Breakout Module,160.0,BDT,yes,GSM/GPS/GPRS & Wireless | WiFi & XBee,Serial WI-FI Wireless ESP-01 ESP8266 Transceiver Module Compatible With Arduino Uno Projects AI Cloud Inside Wireless TXRX,https://udvabony.com/product/esp8266-al-cloud-inside/,udvabony
1403,u1403,D1 Mini ESP8266 Arduino WIFI Board D1 Mini ESP8266 Development Board Micro USB 3.3V Based On ESP-8266EX 11 Digital Pin Leads Lua WiFi Bluetooth D1 Mini Dev Board,299.0,BDT,yes,GSM/GPS/GPRS & Wireless | WiFi & XBee,D1 WIFI Development Board D1 Mini ESP8266 Micro USB 3.3V Based On ESP-8266EX 11 Digital Pin Lua WiFi Bluetooth D1 Mini,https://udvabony.com/product/esp8266-d1-mini-wifi-dev-board/,udvabony
1407,u1407,FS1000A Transmitter And Receiver 433MHz Module For Arduino FS1000A 433MHz RF Transmitter Receiver Module FS1000A 433MHz TX & RX RF Radio Module,120.0,BDT,yes,GSM/GPS/GPRS & Wireless | Remotes & RFID,FS1000A Transmitter And Receiver 433MHz Module For Arduino FS1000A 433MHz RF Transmitter Receiver Module,https://udvabony.com/product/fs1000a-433mhz-rf-module/,udvabony
1409,u1409,FTDI TTL Module FT232RL Serial Converter FTDI USB To TTL Converter Adapters 5V 3.3V USB To Serial Converter FT232 FTDI Module 6 Pin Header,199.0,BDT,yes,GSM/GPS/GPRS & Wireless | Communications | Modules,Serial Converter FTDI FT232RL USB To TTL Adapter Module 5V 3.3V USB To Serial Converter FT232 FTDI Adapter Module FT 232 TTL,https://udvabony.com/product/ftdi-module-usb-to-ttl/,udvabony
1411,u1411,HC05 Bluetooth Module 6 Pin HC 05 Bluetooth Module Serial Port HC05 Integrated Bluetooth Serial Port HC05 Module For Arduino,270.0,BDT,yes,GSM/GPS/GPRS & Wireless | Bluetooth & Antennas | Modules,HC 05 Bluetooth Module Serial Port HC-05 Integrated Bluetooth Module Wireless Serial Port 6 Pin HC05 Board,https://udvabony.com/product/hc05-serial-port-bluetooth/,udvabony
1413,u1413,HC08 Bluetooth Module 6 Pin CC2541 HC 08 Bluetooth Module Serial Port HC08 Integrated Bluetooth 4.0 BLE Wireless Serial Port HC08 Module,700.0,BDT,yes,GSM/GPS/GPRS & Wireless | Bluetooth & Antennas,HC 08 CC2541 Bluetooth Module Serial Port HC-08 Integrated Bluetooth 4.0 BLE Module Wireless Serial Port 6 Pin HC08 Board,https://udvabony.com/product/hc08-cc2541-bluetooth-4-0-ble/,udvabony
1415,u1415,TDA7265 IC TDA7265 Amplifier IC 25W 25W Stereo Audio Amplifier IC 2 Channel Stereo Class AB Audio Amplifiers Transistor IC,189.0,BDT,yes,"Microcontroller, ICs & Base | Audio & Amplifier IC",TDA7265 25W+25W Stereo Audio Amplifier IC TDA7265 IC 2 Channel Stereo Class AB Audio Amplifier Chip TDA 7265 Transistor,https://udvabony.com/product/tda7265-25w-stereo-audio-amplifier-ic/,udvabony
1417,u1417,HDMI To VGA Adapters Male To Female HDMI VGA Converter Adapter Cables 1080P Digital To Analog Video Audio For PC Laptop Tablet,270.0,BDT,yes,Computer & Mobile | Computer Accessories,HDMI To VGA Adapter Male To Female HDMI VGA Converter Adapter 1080P Digital To Analog Video Audio For PC Laptop Tablet,https://udvabony.com/product/hdmi-to-vga-converter-1080/,udvabony
1421,u1421,5 Pin PL2303 USB To RS232 TTL Converter Adapter Module USB Converter Serial Adapter 5 Pin USB PL2303HX To TTL RS232 Converter 5V Adapter Module For Arduino,85.0,BDT,yes,GSM/GPS/GPRS & Wireless | Communications,USB PL2303 To TTL Converter RS232 5 Pin 3.3V 5V Adapter Module PL 2303 Board For Arduino Uno For Arduino Uno projects DIY,https://udvabony.com/product/pl2303-usb-to-ttl-converter/,udvabony
